ensembl_gene_id	external_gene_name	gene_biotype	go_id	name_1006
WBGene00050267	21ur-3889	piRNA		
WBGene00050268	21ur-4272	piRNA		
WBGene00050269	21ur-2318	piRNA		
WBGene00050270	21ur-2221	piRNA		
WBGene00050271	21ur-2705	piRNA		
WBGene00050272	21ur-3403	piRNA		
WBGene00050273	21ur-3872	piRNA		
WBGene00050274	21ur-3047	piRNA		
WBGene00050275	21ur-308	piRNA		
WBGene00050276	21ur-5331	piRNA		
WBGene00050277	21ur-1743	piRNA		
WBGene00050278	21ur-746	piRNA		
WBGene00050279	21ur-1978	piRNA		
WBGene00050280	21ur-4047	piRNA		
WBGene00050281	21ur-206	piRNA		
WBGene00050282	21ur-3378	piRNA		
WBGene00050283	21ur-1698	piRNA		
WBGene00050284	21ur-997	piRNA		
WBGene00050285	21ur-1966	piRNA		
WBGene00050286	21ur-3881	piRNA		
WBGene00050287	21ur-2748	piRNA		
WBGene00050288	21ur-3966	piRNA		
WBGene00050289	21ur-3640	piRNA		
WBGene00050290	21ur-2665	piRNA		
WBGene00050291	21ur-2532	piRNA		
WBGene00050292	21ur-556	piRNA		
WBGene00050293	21ur-1023	piRNA		
WBGene00050294	21ur-4279	piRNA		
WBGene00050295	21ur-2408	piRNA		
WBGene00050296	21ur-2351	piRNA		
WBGene00050297	21ur-4473	piRNA		
WBGene00050298	21ur-3102	piRNA		
WBGene00050299	21ur-3750	piRNA		
WBGene00050300	21ur-170	piRNA		
WBGene00050301	21ur-1277	piRNA		
WBGene00050302	21ur-3490	piRNA		
WBGene00050303	21ur-1002	piRNA		
WBGene00050304	21ur-4322	piRNA		
WBGene00050305	21ur-2307	piRNA		
WBGene00050306	21ur-1384	piRNA		
WBGene00050307	21ur-301	piRNA		
WBGene00050308	21ur-1889	piRNA		
WBGene00050309	21ur-2376	piRNA		
WBGene00050310	21ur-4904	piRNA		
WBGene00050311	21ur-4136	piRNA		
WBGene00050312	21ur-3622	piRNA		
WBGene00050313	21ur-4224	piRNA		
WBGene00050314	21ur-3482	piRNA		
WBGene00050315	21ur-3200	piRNA		
WBGene00050316	21ur-3886	piRNA		
WBGene00050317	21ur-4389	piRNA		
WBGene00050318	21ur-4135	piRNA		
WBGene00050319	21ur-4485	piRNA		
WBGene00050320	21ur-4850	piRNA		
WBGene00050321	21ur-4636	piRNA		
WBGene00050322	21ur-1820	piRNA		
WBGene00050323	21ur-1753	piRNA		
WBGene00050324	21ur-4377	piRNA		
WBGene00050325	21ur-1710	piRNA		
WBGene00050326	21ur-4993	piRNA		
WBGene00050327	21ur-4231	piRNA		
WBGene00050328	21ur-3891	piRNA		
WBGene00050329	21ur-3862	piRNA		
WBGene00050330	21ur-5060	piRNA		
WBGene00050331	21ur-4050	piRNA		
WBGene00050332	21ur-812	piRNA		
WBGene00050333	21ur-1058	piRNA		
WBGene00050334	21ur-814	piRNA		
WBGene00050335	21ur-2763	piRNA		
WBGene00050336	21ur-4312	piRNA		
WBGene00050337	21ur-4675	piRNA		
WBGene00050338	21ur-4822	piRNA		
WBGene00050339	21ur-2605	piRNA		
WBGene00050340	21ur-3937	piRNA		
WBGene00050341	21ur-2299	piRNA		
WBGene00050342	21ur-1511	piRNA		
WBGene00050343	21ur-1478	piRNA		
WBGene00050344	21ur-4843	piRNA		
WBGene00050345	21ur-1938	piRNA		
WBGene00050346	21ur-1366	piRNA		
WBGene00050347	21ur-4204	piRNA		
WBGene00050348	21ur-4619	piRNA		
WBGene00050349	21ur-3024	piRNA		
WBGene00050350	21ur-2461	piRNA		
WBGene00050351	21ur-2071	piRNA		
WBGene00050352	21ur-2936	piRNA		
WBGene00050353	21ur-1773	piRNA		
WBGene00050354	21ur-2904	piRNA		
WBGene00050355	21ur-3974	piRNA		
WBGene00050356	21ur-192	piRNA		
WBGene00050357	21ur-1637	piRNA		
WBGene00050358	21ur-4098	piRNA		
WBGene00050359	21ur-711	piRNA		
WBGene00050360	21ur-7	piRNA		
WBGene00050361	21ur-2170	piRNA		
WBGene00050362	21ur-4761	piRNA		
WBGene00050363	21ur-1333	piRNA		
WBGene00050364	21ur-4730	piRNA		
WBGene00050365	21ur-4013	piRNA		
WBGene00050366	21ur-4166	piRNA		
WBGene00050367	21ur-4127	piRNA		
WBGene00050368	21ur-3852	piRNA		
WBGene00050369	21ur-5332	piRNA		
WBGene00050370	21ur-3522	piRNA		
WBGene00050371	21ur-4625	piRNA		
WBGene00050372	21ur-949	piRNA		
WBGene00050373	21ur-1826	piRNA		
WBGene00050374	21ur-3164	piRNA		
WBGene00050375	21ur-4361	piRNA		
WBGene00050376	21ur-3766	piRNA		
WBGene00050377	21ur-1353	piRNA		
WBGene00050378	21ur-460	piRNA		
WBGene00050379	21ur-1679	piRNA		
WBGene00050380	21ur-3669	piRNA		
WBGene00050381	21ur-1921	piRNA		
WBGene00050382	21ur-1057	piRNA		
WBGene00050383	21ur-3930	piRNA		
WBGene00050384	21ur-3030	piRNA		
WBGene00050385	21ur-3684	piRNA		
WBGene00050386	21ur-1193	piRNA		
WBGene00050387	21ur-1414	piRNA		
WBGene00050388	21ur-36	piRNA		
WBGene00050389	21ur-5225	piRNA		
WBGene00050390	21ur-4907	piRNA		
WBGene00050391	21ur-1036	piRNA		
WBGene00050392	21ur-2834	piRNA		
WBGene00050393	21ur-2082	piRNA		
WBGene00050394	21ur-3747	piRNA		
WBGene00050395	21ur-74	piRNA		
WBGene00050396	21ur-1915	piRNA		
WBGene00050397	21ur-2124	piRNA		
WBGene00050398	21ur-4778	piRNA		
WBGene00050399	21ur-2364	piRNA		
WBGene00050400	21ur-104	piRNA		
WBGene00050401	21ur-3943	piRNA		
WBGene00050402	21ur-573	piRNA		
WBGene00050403	21ur-373	piRNA		
WBGene00050404	21ur-4829	piRNA		
WBGene00050405	21ur-2107	piRNA		
WBGene00050406	21ur-4790	piRNA		
WBGene00050407	21ur-1669	piRNA		
WBGene00050408	21ur-4304	piRNA		
WBGene00050409	21ur-2305	piRNA		
WBGene00050410	21ur-4262	piRNA		
WBGene00050411	21ur-1668	piRNA		
WBGene00050412	21ur-3950	piRNA		
WBGene00050413	21ur-3770	piRNA		
WBGene00050414	21ur-1815	piRNA		
WBGene00050415	21ur-2439	piRNA		
WBGene00050416	21ur-658	piRNA		
WBGene00050417	21ur-4263	piRNA		
WBGene00050418	21ur-2597	piRNA		
WBGene00050419	21ur-4195	piRNA		
WBGene00050420	21ur-3649	piRNA		
WBGene00050421	21ur-4757	piRNA		
WBGene00050422	21ur-3541	piRNA		
WBGene00050423	21ur-4040	piRNA		
WBGene00050424	21ur-3901	piRNA		
WBGene00050425	21ur-4956	piRNA		
WBGene00050426	21ur-3948	piRNA		
WBGene00050427	21ur-2049	piRNA		
WBGene00050428	21ur-2497	piRNA		
WBGene00050429	21ur-1793	piRNA		
WBGene00050430	21ur-1060	piRNA		
WBGene00050431	21ur-528	piRNA		
WBGene00050432	21ur-4984	piRNA		
WBGene00050433	21ur-792	piRNA		
WBGene00050434	21ur-1389	piRNA		
WBGene00050435	21ur-536	piRNA		
WBGene00050436	21ur-1156	piRNA		
WBGene00050437	21ur-1880	piRNA		
WBGene00050438	21ur-4911	piRNA		
WBGene00050439	21ur-295	piRNA		
WBGene00050440	21ur-771	piRNA		
WBGene00050441	21ur-4112	piRNA		
WBGene00050442	21ur-3725	piRNA		
WBGene00050443	21ur-1940	piRNA		
WBGene00050444	21ur-4180	piRNA		
WBGene00050445	21ur-3307	piRNA		
WBGene00050446	21ur-513	piRNA		
WBGene00050447	21ur-4938	piRNA		
WBGene00050448	21ur-3192	piRNA		
WBGene00050449	21ur-4597	piRNA		
WBGene00050450	21ur-3161	piRNA		
WBGene00050451	21ur-4913	piRNA		
WBGene00050452	21ur-3299	piRNA		
WBGene00050453	21ur-2660	piRNA		
WBGene00050454	21ur-2693	piRNA		
WBGene00050455	21ur-1788	piRNA		
WBGene00050456	21ur-5114	piRNA		
WBGene00050457	21ur-2946	piRNA		
WBGene00050458	21ur-177	piRNA		
WBGene00050459	21ur-3186	piRNA		
WBGene00050460	21ur-4088	piRNA		
WBGene00050461	21ur-3019	piRNA		
WBGene00050462	21ur-5026	piRNA		
WBGene00050463	21ur-4159	piRNA		
WBGene00050464	21ur-92	piRNA		
WBGene00050465	21ur-3505	piRNA		
WBGene00050466	21ur-128	piRNA		
WBGene00050467	21ur-1671	piRNA		
WBGene00050468	21ur-1294	piRNA		
WBGene00050469	21ur-2653	piRNA		
WBGene00050470	21ur-3499	piRNA		
WBGene00050471	21ur-55	piRNA		
WBGene00050472	21ur-840	piRNA		
WBGene00050473	21ur-1949	piRNA		
WBGene00050474	21ur-4060	piRNA		
WBGene00050475	21ur-65	piRNA		
WBGene00050476	21ur-3214	piRNA		
WBGene00050477	21ur-1662	piRNA		
WBGene00050478	21ur-1399	piRNA		
WBGene00050479	21ur-2377	piRNA		
WBGene00050480	21ur-3423	piRNA		
WBGene00050481	21ur-485	piRNA		
WBGene00050482	21ur-1863	piRNA		
WBGene00050483	21ur-931	piRNA		
WBGene00050484	21ur-3435	piRNA		
WBGene00050485	21ur-1582	piRNA		
WBGene00050486	21ur-944	piRNA		
WBGene00050487	21ur-247	piRNA		
WBGene00050488	21ur-1622	piRNA		
WBGene00050489	21ur-1185	piRNA		
WBGene00050490	21ur-4449	piRNA		
WBGene00050491	21ur-1006	piRNA		
WBGene00050492	21ur-4281	piRNA		
WBGene00050493	21ur-3365	piRNA		
WBGene00050494	21ur-1649	piRNA		
WBGene00050495	21ur-2518	piRNA		
WBGene00050496	21ur-1859	piRNA		
WBGene00050497	21ur-2002	piRNA		
WBGene00050498	21ur-5005	piRNA		
WBGene00050499	21ur-1961	piRNA		
WBGene00050500	21ur-1953	piRNA		
WBGene00050501	21ur-4807	piRNA		
WBGene00050502	21ur-720	piRNA		
WBGene00050503	21ur-1203	piRNA		
WBGene00050504	21ur-2739	piRNA		
WBGene00050505	21ur-383	piRNA		
WBGene00050506	21ur-3351	piRNA		
WBGene00050507	21ur-4640	piRNA		
WBGene00050508	21ur-3548	piRNA		
WBGene00050509	21ur-4656	piRNA		
WBGene00050510	21ur-4397	piRNA		
WBGene00050511	21ur-4438	piRNA		
WBGene00050512	21ur-5344	piRNA		
WBGene00050513	21ur-2104	piRNA		
WBGene00050514	21ur-472	piRNA		
WBGene00050515	21ur-2127	piRNA		
WBGene00050516	21ur-141	piRNA		
WBGene00050517	21ur-1850	piRNA		
WBGene00050518	21ur-4189	piRNA		
WBGene00050519	21ur-5297	piRNA		
WBGene00050520	21ur-3256	piRNA		
WBGene00050521	21ur-2897	piRNA		
WBGene00050522	21ur-3820	piRNA		
WBGene00050523	21ur-5047	piRNA		
WBGene00050524	21ur-2942	piRNA		
WBGene00050525	21ur-917	piRNA		
WBGene00050526	21ur-4025	piRNA		
WBGene00050527	21ur-2886	piRNA		
WBGene00050528	21ur-2244	piRNA		
WBGene00050529	21ur-1547	piRNA		
WBGene00050530	21ur-2243	piRNA		
WBGene00050531	21ur-1842	piRNA		
WBGene00050532	21ur-4642	piRNA		
WBGene00050533	21ur-3467	piRNA		
WBGene00050534	21ur-3675	piRNA		
WBGene00050535	21ur-1558	piRNA		
WBGene00050536	21ur-1923	piRNA		
WBGene00050537	21ur-1068	piRNA		
WBGene00050538	21ur-2643	piRNA		
WBGene00050539	21ur-4818	piRNA		
WBGene00050540	21ur-3296	piRNA		
WBGene00050541	21ur-1900	piRNA		
WBGene00050542	21ur-5115	piRNA		
WBGene00050543	21ur-2508	piRNA		
WBGene00050544	21ur-2506	piRNA		
WBGene00050545	21ur-2063	piRNA		
WBGene00050546	21ur-243	piRNA		
WBGene00050547	21ur-4404	piRNA		
WBGene00050548	21ur-210	piRNA		
WBGene00050549	21ur-5256	piRNA		
WBGene00050550	21ur-150	piRNA		
WBGene00050551	21ur-3119	piRNA		
WBGene00050552	21ur-1791	piRNA		
WBGene00050553	21ur-1501	piRNA		
WBGene00050554	21ur-1527	piRNA		
WBGene00050555	21ur-2186	piRNA		
WBGene00050556	21ur-2583	piRNA		
WBGene00050557	21ur-984	piRNA		
WBGene00050558	21ur-319	piRNA		
WBGene00050559	21ur-5277	piRNA		
WBGene00050560	21ur-721	piRNA		
WBGene00050561	21ur-3267	piRNA		
WBGene00050562	21ur-4920	piRNA		
WBGene00050563	21ur-2962	piRNA		
WBGene00050564	21ur-3695	piRNA		
WBGene00050565	21ur-3813	piRNA		
WBGene00050566	21ur-4259	piRNA		
WBGene00050567	21ur-4354	piRNA		
WBGene00050568	21ur-1604	piRNA		
WBGene00050569	21ur-5124	piRNA		
WBGene00050570	21ur-4417	piRNA		
WBGene00050571	21ur-3588	piRNA		
WBGene00050572	21ur-3082	piRNA		
WBGene00050573	21ur-2784	piRNA		
WBGene00050574	21ur-3944	piRNA		
WBGene00050575	21ur-2267	piRNA		
WBGene00050576	21ur-2103	piRNA		
WBGene00050577	21ur-567	piRNA		
WBGene00050578	21ur-4806	piRNA		
WBGene00050579	21ur-5065	piRNA		
WBGene00050580	21ur-4177	piRNA		
WBGene00050581	21ur-2150	piRNA		
WBGene00050582	21ur-1306	piRNA		
WBGene00050583	21ur-2925	piRNA		
WBGene00050584	21ur-3477	piRNA		
WBGene00050585	21ur-282	piRNA		
WBGene00050586	21ur-3407	piRNA		
WBGene00050587	21ur-3916	piRNA		
WBGene00050588	21ur-2511	piRNA		
WBGene00050589	21ur-473	piRNA		
WBGene00050590	21ur-5285	piRNA		
WBGene00050591	21ur-3803	piRNA		
WBGene00050592	21ur-132	piRNA		
WBGene00050593	21ur-374	piRNA		
WBGene00050594	21ur-1629	piRNA		
WBGene00050595	21ur-1727	piRNA		
WBGene00050596	21ur-4365	piRNA		
WBGene00050597	21ur-1148	piRNA		
WBGene00050598	21ur-1488	piRNA		
WBGene00050599	21ur-35	piRNA		
WBGene00050600	21ur-5222	piRNA		
WBGene00050601	21ur-806	piRNA		
WBGene00050602	21ur-3917	piRNA		
WBGene00050603	21ur-1222	piRNA		
WBGene00050604	21ur-5252	piRNA		
WBGene00050605	21ur-3420	piRNA		
WBGene00050606	21ur-363	piRNA		
WBGene00050607	21ur-903	piRNA		
WBGene00050608	21ur-258	piRNA		
WBGene00050609	21ur-3134	piRNA		
WBGene00050610	21ur-2726	piRNA		
WBGene00050611	21ur-2091	piRNA		
WBGene00050612	21ur-2570	piRNA		
WBGene00050613	21ur-1487	piRNA		
WBGene00050614	21ur-3676	piRNA		
WBGene00050615	21ur-5042	piRNA		
WBGene00050616	21ur-2164	piRNA		
WBGene00050617	21ur-2242	piRNA		
WBGene00050618	21ur-4783	piRNA		
WBGene00050619	21ur-3529	piRNA		
WBGene00050620	21ur-4056	piRNA		
WBGene00050621	21ur-5078	piRNA		
WBGene00050622	21ur-2922	piRNA		
WBGene00050623	21ur-1455	piRNA		
WBGene00050624	21ur-2433	piRNA		
WBGene00050625	21ur-959	piRNA		
WBGene00050626	21ur-353	piRNA		
WBGene00050627	21ur-3632	piRNA		
WBGene00050628	21ur-3926	piRNA		
WBGene00050629	21ur-632	piRNA		
WBGene00050630	21ur-3777	piRNA		
WBGene00050631	21ur-3835	piRNA		
WBGene00050632	21ur-2972	piRNA		
WBGene00050633	21ur-3450	piRNA		
WBGene00050634	21ur-4725	piRNA		
WBGene00050635	21ur-1246	piRNA		
WBGene00050636	21ur-4045	piRNA		
WBGene00050637	21ur-28	piRNA		
WBGene00050638	21ur-3533	piRNA		
WBGene00050639	21ur-757	piRNA		
WBGene00050640	21ur-219	piRNA		
WBGene00050641	21ur-3344	piRNA		
WBGene00050642	21ur-5260	piRNA		
WBGene00050643	21ur-1132	piRNA		
WBGene00050644	21ur-1464	piRNA		
WBGene00050645	21ur-4754	piRNA		
WBGene00050646	21ur-707	piRNA		
WBGene00050647	21ur-878	piRNA		
WBGene00050648	21ur-2370	piRNA		
WBGene00050649	21ur-446	piRNA		
WBGene00050650	21ur-1587	piRNA		
WBGene00050651	21ur-4167	piRNA		
WBGene00050652	21ur-4746	piRNA		
WBGene00050653	21ur-4572	piRNA		
WBGene00050654	21ur-434	piRNA		
WBGene00050655	21ur-3637	piRNA		
WBGene00050656	21ur-4347	piRNA		
WBGene00050657	21ur-735	piRNA		
WBGene00050658	21ur-5098	piRNA		
WBGene00050659	21ur-1142	piRNA		
WBGene00050660	21ur-4979	piRNA		
WBGene00050661	21ur-2306	piRNA		
WBGene00050662	21ur-495	piRNA		
WBGene00050663	21ur-3701	piRNA		
WBGene00050664	21ur-1492	piRNA		
WBGene00050665	21ur-4689	piRNA		
WBGene00050666	21ur-1803	piRNA		
WBGene00050667	21ur-4598	piRNA		
WBGene00050668	21ur-625	piRNA		
WBGene00050669	21ur-4957	piRNA		
WBGene00050670	21ur-1061	piRNA		
WBGene00050671	21ur-4929	piRNA		
WBGene00050672	21ur-2095	piRNA		
WBGene00050673	21ur-3910	piRNA		
WBGene00050674	21ur-3033	piRNA		
WBGene00050675	21ur-3727	piRNA		
WBGene00050676	21ur-1720	piRNA		
WBGene00050677	21ur-1997	piRNA		
WBGene00050678	21ur-2745	piRNA		
WBGene00050679	21ur-3791	piRNA		
WBGene00050680	21ur-271	piRNA		
WBGene00050681	21ur-1614	piRNA		
WBGene00050682	21ur-4461	piRNA		
WBGene00050683	21ur-1709	piRNA		
WBGene00050684	21ur-405	piRNA		
WBGene00050685	21ur-1970	piRNA		
WBGene00050686	21ur-2116	piRNA		
WBGene00050687	21ur-1094	piRNA		
WBGene00050688	21ur-379	piRNA		
WBGene00050689	21ur-4564	piRNA		
WBGene00050690	21ur-16	piRNA		
WBGene00050691	21ur-1685	piRNA		
WBGene00050692	21ur-4005	piRNA		
WBGene00050693	21ur-4769	piRNA		
WBGene00050694	21ur-4703	piRNA		
WBGene00050695	21ur-4238	piRNA		
WBGene00050696	21ur-2730	piRNA		
WBGene00050697	21ur-4557	piRNA		
WBGene00050698	21ur-1281	piRNA		
WBGene00050699	21ur-1121	piRNA		
WBGene00050700	21ur-2574	piRNA		
WBGene00050701	21ur-1846	piRNA		
WBGene00050702	21ur-2432	piRNA		
WBGene00050703	21ur-1695	piRNA		
WBGene00050704	21ur-3519	piRNA		
WBGene00050705	21ur-4140	piRNA		
WBGene00050706	21ur-2793	piRNA		
WBGene00050707	21ur-5290	piRNA		
WBGene00050708	21ur-2010	piRNA		
WBGene00050709	21ur-3859	piRNA		
WBGene00050710	21ur-5322	piRNA		
WBGene00050711	21ur-5269	piRNA		
WBGene00050712	21ur-2781	piRNA		
WBGene00050713	21ur-4883	piRNA		
WBGene00050714	21ur-359	piRNA		
WBGene00050715	21ur-5084	piRNA		
WBGene00050716	21ur-1287	piRNA		
WBGene00050717	21ur-1432	piRNA		
WBGene00050718	21ur-3155	piRNA		
WBGene00050719	21ur-3198	piRNA		
WBGene00050720	21ur-4412	piRNA		
WBGene00050721	21ur-1459	piRNA		
WBGene00050722	21ur-4905	piRNA		
WBGene00050723	21ur-1518	piRNA		
WBGene00050724	21ur-3610	piRNA		
WBGene00050725	21ur-4866	piRNA		
WBGene00050726	21ur-4895	piRNA		
WBGene00050727	21ur-4894	piRNA		
WBGene00050728	21ur-5182	piRNA		
WBGene00050729	21ur-2478	piRNA		
WBGene00050730	21ur-4692	piRNA		
WBGene00050731	21ur-1573	piRNA		
WBGene00050732	21ur-450	piRNA		
WBGene00050733	21ur-5232	piRNA		
WBGene00050734	21ur-1027	piRNA		
WBGene00050735	21ur-2273	piRNA		
WBGene00050736	21ur-4697	piRNA		
WBGene00050737	21ur-3757	piRNA		
WBGene00050738	21ur-502	piRNA		
WBGene00050739	21ur-1717	piRNA		
WBGene00050740	21ur-2053	piRNA		
WBGene00050741	21ur-3459	piRNA		
WBGene00050742	21ur-3025	piRNA		
WBGene00050743	21ur-1510	piRNA		
WBGene00050744	21ur-348	piRNA		
WBGene00050745	21ur-831	piRNA		
WBGene00050746	21ur-1990	piRNA		
WBGene00050747	21ur-2523	piRNA		
WBGene00050748	21ur-659	piRNA		
WBGene00050749	21ur-2548	piRNA		
WBGene00050750	21ur-3394	piRNA		
WBGene00050751	21ur-5004	piRNA		
WBGene00050752	21ur-2754	piRNA		
WBGene00050753	21ur-652	piRNA		
WBGene00050754	21ur-3582	piRNA		
WBGene00050755	21ur-5390	piRNA		
WBGene00050756	21ur-1404	piRNA		
WBGene00050757	21ur-4294	piRNA		
WBGene00050758	21ur-922	piRNA		
WBGene00050759	21ur-2342	piRNA		
WBGene00050760	21ur-2989	piRNA		
WBGene00050761	21ur-1700	piRNA		
WBGene00050762	21ur-3760	piRNA		
WBGene00050763	21ur-5068	piRNA		
WBGene00050764	21ur-686	piRNA		
WBGene00050765	21ur-5311	piRNA		
WBGene00050766	21ur-1365	piRNA		
WBGene00050767	21ur-5130	piRNA		
WBGene00050768	21ur-5032	piRNA		
WBGene00050769	21ur-2689	piRNA		
WBGene00050770	21ur-79	piRNA		
WBGene00050771	21ur-2557	piRNA		
WBGene00050772	21ur-883	piRNA		
WBGene00050773	21ur-4507	piRNA		
WBGene00050774	21ur-4838	piRNA		
WBGene00050775	21ur-2214	piRNA		
WBGene00050776	21ur-334	piRNA		
WBGene00050777	21ur-5159	piRNA		
WBGene00050778	21ur-4964	piRNA		
WBGene00050779	21ur-4374	piRNA		
WBGene00050780	21ur-3442	piRNA		
WBGene00050781	21ur-5270	piRNA		
WBGene00050782	21ur-2365	piRNA		
WBGene00050783	21ur-2201	piRNA		
WBGene00050784	21ur-587	piRNA		
WBGene00050785	21ur-2178	piRNA		
WBGene00050786	21ur-1271	piRNA		
WBGene00050787	21ur-119	piRNA		
WBGene00050788	21ur-4941	piRNA		
WBGene00050789	21ur-4526	piRNA		
WBGene00050790	21ur-4777	piRNA		
WBGene00050791	21ur-2565	piRNA		
WBGene00050792	21ur-440	piRNA		
WBGene00050793	21ur-1980	piRNA		
WBGene00050794	21ur-748	piRNA		
WBGene00050795	21ur-2037	piRNA		
WBGene00050796	21ur-386	piRNA		
WBGene00050797	21ur-3504	piRNA		
WBGene00050798	21ur-5154	piRNA		
WBGene00050799	21ur-3691	piRNA		
WBGene00050800	21ur-1114	piRNA		
WBGene00050801	21ur-3051	piRNA		
WBGene00050802	21ur-1605	piRNA		
WBGene00050803	21ur-2542	piRNA		
WBGene00050804	21ur-4504	piRNA		
WBGene00050805	21ur-4333	piRNA		
WBGene00050806	21ur-5443	piRNA		
WBGene00050807	21ur-4516	piRNA		
WBGene00050808	21ur-3070	piRNA		
WBGene00050809	21ur-778	piRNA		
WBGene00050810	21ur-3177	piRNA		
WBGene00050811	21ur-4024	piRNA		
WBGene00050812	21ur-4492	piRNA		
WBGene00050813	21ur-891	piRNA		
WBGene00050814	21ur-2986	piRNA		
WBGene00050815	21ur-3991	piRNA		
WBGene00050816	21ur-4709	piRNA		
WBGene00050817	21ur-4583	piRNA		
WBGene00050818	21ur-1551	piRNA		
WBGene00050819	21ur-3841	piRNA		
WBGene00050820	21ur-5160	piRNA		
WBGene00050821	21ur-3234	piRNA		
WBGene00050822	21ur-2682	piRNA		
WBGene00050823	21ur-5039	piRNA		
WBGene00050824	21ur-1908	piRNA		
WBGene00050825	21ur-2545	piRNA		
WBGene00050826	21ur-4455	piRNA		
WBGene00050827	21ur-3483	piRNA		
WBGene00050828	21ur-3487	piRNA		
WBGene00050829	21ur-5405	piRNA		
WBGene00050830	21ur-2444	piRNA		
WBGene00050831	21ur-4533	piRNA		
WBGene00050832	21ur-3006	piRNA		
WBGene00050833	21ur-3278	piRNA		
WBGene00050834	21ur-4719	piRNA		
WBGene00050835	21ur-3461	piRNA		
WBGene00050836	21ur-1568	piRNA		
WBGene00050837	21ur-1890	piRNA		
WBGene00050838	21ur-4252	piRNA		
WBGene00050839	21ur-339	piRNA		
WBGene00050840	21ur-1597	piRNA		
WBGene00050841	21ur-317	piRNA		
WBGene00050842	21ur-4034	piRNA		
WBGene00050843	21ur-5219	piRNA		
WBGene00050844	21ur-3402	piRNA		
WBGene00050845	21ur-3514	piRNA		
WBGene00050846	21ur-1733	piRNA		
WBGene00050847	21ur-952	piRNA		
WBGene00050848	21ur-5381	piRNA		
WBGene00050849	21ur-5422	piRNA		
WBGene00050850	21ur-3961	piRNA		
WBGene00050851	21ur-2770	piRNA		
WBGene00050852	21ur-2138	piRNA		
WBGene00050853	21ur-4218	piRNA		
WBGene00050854	21ur-1520	piRNA		
WBGene00050855	21ur-671	piRNA		
WBGene00050856	21ur-1215	piRNA		
WBGene00050857	21ur-3116	piRNA		
WBGene00050858	21ur-3063	piRNA		
WBGene00050859	21ur-3263	piRNA		
WBGene00050860	21ur-4211	piRNA		
WBGene00050861	21ur-3412	piRNA		
WBGene00050862	21ur-5288	piRNA		
WBGene00050863	21ur-1576	piRNA		
WBGene00050864	21ur-3508	piRNA		
WBGene00050865	21ur-4862	piRNA		
WBGene00050866	21ur-326	piRNA		
WBGene00050867	21ur-979	piRNA		
WBGene00050868	21ur-5023	piRNA		
WBGene00050869	21ur-2916	piRNA		
WBGene00050870	21ur-4922	piRNA		
WBGene00050871	21ur-5108	piRNA		
WBGene00050873	21ur-1607	piRNA		
WBGene00050874	21ur-1635	piRNA		
WBGene00050875	bah-1	protein_coding		
WBGene00050878		pseudogene		
WBGene00050879	D1081.11	protein_coding	GO:0016020	membrane
WBGene00050880	F32H2.12	protein_coding		
WBGene00050881	ZK39.10	protein_coding	GO:0016020	membrane
WBGene00050883		pseudogene		
WBGene00050884	Y69H2.15	protein_coding	GO:0005515	protein binding
WBGene00050885	Y94H6A.12	protein_coding	GO:0016787; GO:0004045	hydrolase activity; aminoacyl-tRNA hydrolase activity
WBGene00050889	T04C12.9	protein_coding	GO:0016020	membrane
WBGene00050890		pseudogene		
WBGene00050891	C08E8.9	protein_coding		
WBGene00050892	ttr-57	protein_coding		
WBGene00050893	Y94A7B.11	protein_coding	GO:0016020; GO:0005744; GO:0030150; GO:0045039	membrane; TIM23 mitochondrial import inner membrane translocase complex; protein import into mitochondrial matrix; protein insertion into mitochondrial inner membrane
WBGene00050894	F49H6.15	protein_coding		
WBGene00050896	ttr-56	protein_coding	GO:0009986	cell surface
WBGene00050897		pseudogene		
WBGene00050898	T19B10.12	protein_coding		
WBGene00050899	T10C6.15	protein_coding	GO:0005515; 	protein binding; 
WBGene00050900		pseudogene		
WBGene00050902		pseudogene		
WBGene00050903		pseudogene		
WBGene00050904	Y70C5A.3	protein_coding		
WBGene00050906	F20E11.17	protein_coding		
WBGene00050907	Y51A2B.9	protein_coding		
WBGene00050910	Y43F8B.17	protein_coding		
WBGene00050911	Y43F8B.18	protein_coding		
WBGene00050912		pseudogene		
WBGene00050913	T12B5.14	protein_coding	GO:0016020	membrane
WBGene00050914	T12B5.15	protein_coding		
WBGene00050915	Y6E2A.10	protein_coding		
WBGene00050916	F55F10.3	protein_coding	GO:0016020	membrane
WBGene00050917	Y53G8AL.4	protein_coding	GO:0007623; 	circadian rhythm; 
WBGene00050919	C45G9.15	protein_coding		
WBGene00050920		pseudogene		
WBGene00050921	mir-1019	miRNA		
WBGene00050922	mir-1020	miRNA		
WBGene00050923	mir-1021	miRNA		
WBGene00050924	mir-1018	miRNA		
WBGene00050926		pseudogene		
WBGene00050927		pseudogene		
WBGene00050928		pseudogene		
WBGene00050929	F58D12.5	protein_coding		
WBGene00050930		pseudogene		
WBGene00050931	F59B2.14	protein_coding		
WBGene00050932		pseudogene		
WBGene00050933		pseudogene		
